Date,Open,High,Low,Close,Volume,Adj Close
10/06/15,50.369999,51.029999,49.82,50.759998,366300,50.759998
09/06/15,50.349998,50.459999,49.509998,50.259998,403900,50.259998
08/06/15,49.200001,50.48,48.849998,50.150002,741200,50.150002
05/06/15,49.18,50.34,47.66,50.25,943900,50.25
04/06/15,49.080002,49.950001,47.98,49.450001,215900,49.450001
03/06/15,49.139999,50.009998,48.805,49.470001,458800,49.470001
02/06/15,49.41,49.41,46.169998,48.869999,883100,48.869999
01/06/15,50.709999,50.98,49.369999,50.130001,171200,50.130001
29/05/15,52.450001,52.759998,50.040001,50.799999,433100,50.799999
28/05/15,52.91,53.610001,51.673,51.959999,169900,51.959999
27/05/15,52.48,53.130001,52.110001,52.91,176900,52.91
26/05/15,53.119999,53.139999,51.880001,52.48,174700,52.48
22/05/15,53.32,54.919998,53.040001,53.200001,170500,53.200001
21/05/15,52.029999,53.630001,52.029999,53.32,153100,53.32
20/05/15,50.900002,52.330002,50.900002,52.18,180100,52.18
19/05/15,49.43,51.27,49.34,50.799999,207300,50.799999
18/05/15,48.880001,50.139999,48.549999,49.310001,144500,49.310001
15/05/15,48.830002,49.240002,47.619999,49.110001,113900,49.110001
14/05/15,49.32,51,48.594002,48.799999,213000,48.799999
13/05/15,48.5,49.5,48.040001,49.049999,160000,49.049999
12/05/15,45.419998,48.709999,44.509998,48.470001,315800,48.470001
11/05/15,45.110001,46.43,43.389999,46.060001,580600,46.060001
08/05/15,47.98,48.849998,45.099998,46.75,462300,46.75
07/05/15,42.049999,48,42.049999,47.900002,1162000,47.900002
06/05/15,39.82,40.630001,39.25,40.25,229800,40.25
05/05/15,40.02,40.950001,39.09,39.810001,249500,39.810001
04/05/15,38.779999,40.560001,38.580002,40.189999,195600,40.189999
01/05/15,38.889999,39.200001,38.325001,38.849998,124200,38.849998
30/04/15,39.07,39.119999,38.439999,38.709999,89200,38.709999
29/04/15,38.75,39.616001,38.75,39.509998,110700,39.509998
28/04/15,38.759998,39.470001,38.490002,39.209999,112800,39.209999
27/04/15,38.740002,39.310001,38.099998,39.16,191700,39.16
24/04/15,39.57,39.580002,38.849998,39.060001,131300,39.060001
23/04/15,39.150002,39.889999,38.66,39.650002,159900,39.650002
22/04/15,40.189999,40.34,38.82,39.16,102700,39.16
21/04/15,40,41.814999,39.830002,40.279999,340700,40.279999
20/04/15,39.029999,39.709999,38.810001,39.599998,116200,39.599998
17/04/15,39.189999,39.189999,38.220001,39.099998,131300,39.099998
16/04/15,39.450001,39.93,38.91,39.580002,239100,39.580002
15/04/15,38.950001,39.630001,38.742001,39.509998,329300,39.509998
14/04/15,38.419998,38.950001,37.98,38.84,159300,38.84
13/04/15,38.540001,38.84,37.93,38.759998,230700,38.759998
10/04/15,37.98,38.75,37.860001,38.540001,447700,38.540001
09/04/15,38.73,39.259998,37.240002,38,448300,38
08/04/15,38.700001,39.84,37.75,38.939999,1066800,38.939999
07/04/15,39.400002,40.18,39.279999,39.509998,141100,39.509998
06/04/15,38.610001,40.09,38.290001,39.240002,145700,39.240002
02/04/15,39.580002,40.18,38.919998,39.18,62700,39.18
01/04/15,39.900002,40.09,39.299999,39.669998,49500,39.669998
31/03/15,39.709999,40.830002,39.560001,39.900002,167700,39.900002
30/03/15,39.209999,40.360001,38.91,40.16,104100,40.16
27/03/15,38.400002,39.200001,38.099998,38.900002,163200,38.900002
26/03/15,37.990002,38.82,37.560001,38.490002,159600,38.490002
25/03/15,40.150002,40.220001,37.900002,38,255800,38
24/03/15,40.709999,41.23,39.880001,39.93,175400,39.93
23/03/15,41.490002,42.23,41.080002,41.119999,130500,41.119999
20/03/15,42.459999,42.514999,40.200001,41.419998,400200,41.419998
19/03/15,41.459999,43.290001,41.400002,42.25,500500,42.25
18/03/15,39.040001,41.98,38.73,41.759998,2551800,41.759998
17/03/15,38,38.200001,36.549999,37.310001,344700,37.310001
16/03/15,39.380001,39.380001,37.689999,38.43,209900,38.43
13/03/15,40,40.200001,39.130001,39.400002,143200,39.400002
12/03/15,39.240002,40.709999,38.880001,40.599998,150800,40.599998
11/03/15,39.360001,40.080002,38.59,39.040001,154600,39.040001
10/03/15,39.220001,40.189999,38.560001,39.310001,108400,39.310001
09/03/15,39,39.43,38.259998,39.27,84000,39.27
06/03/15,38.799999,39.009998,38.299999,38.720001,107200,38.720001
05/03/15,40.349998,40.349998,39.23,39.439999,104600,39.439999
04/03/15,41.32,41.32,39.779999,40.220001,148000,40.220001
03/03/15,41.77,42.119999,41.009998,41.580002,146300,41.580002
02/03/15,41.220001,41.689999,40.709999,41.639999,132700,41.639999
27/02/15,41.709999,41.75,40.900002,41.09,151100,41.09
26/02/15,41.610001,42,40.849998,41.439999,91800,41.439999
25/02/15,40.830002,41.68,40.27,41.439999,98400,41.439999
24/02/15,42.349998,42.715,40.57,40.73,211300,40.73
23/02/15,43.98,43.98,41.740002,42.27,95100,42.27
20/02/15,41.169998,44.34,40.41,43.470001,125900,43.470001
19/02/15,41.009998,42.209999,40.889999,41.189999,119400,41.189999
18/02/15,42.490002,42.490002,40.66,41,183900,41
17/02/15,43.599998,43.619999,41.540001,42.32,197000,42.32
13/02/15,37.27,43.48,37.139999,43.290001,391400,43.290001
12/02/15,37.700001,39,34.439999,37.07,379600,37.07
11/02/15,35,35.435001,33.900002,34.419998,135300,34.419998
10/02/15,34.400002,35.490002,34.200001,34.759998,75800,34.759998
09/02/15,34.950001,35.040001,34.060001,34.09,55600,34.09
06/02/15,35.52,35.990002,35.18,35.200001,42400,35.200001
05/02/15,34.349998,36.099998,34.349998,35.709999,99300,35.709999
04/02/15,34.060001,35,34.060001,34.57,78200,34.57
03/02/15,33.540001,35.119999,33.52,34.389999,96500,34.389999
02/02/15,33.959999,33.959999,32.509998,33.290001,89000,33.290001
30/01/15,34.66,34.849998,33.619999,33.650002,48800,33.650002
29/01/15,34.84,35.380001,34.049999,34.990002,60900,34.990002
28/01/15,34.48,35.380001,34.450001,34.720001,125000,34.720001
27/01/15,32.700001,34.310001,31.77,34.18,147200,34.18
26/01/15,33.970001,34.09,32.540001,33.169998,153400,33.169998
23/01/15,35,35.119999,33.200001,33.509998,120100,33.509998
22/01/15,34.110001,35.366001,33.529999,34.990002,126200,34.990002
21/01/15,33.799999,34.5,33.66,33.84,210800,33.84
20/01/15,33.470001,34.470001,32.650002,33.84,119700,33.84
16/01/15,32.5,33.369999,32.419998,33.299999,117000,33.299999
15/01/15,32.509998,33.150002,31.790001,32.529999,103300,32.529999
14/01/15,32.150002,32.830002,31.790001,32.52,193500,32.52
13/01/15,33.119999,34,32.07,32.529999,121000,32.529999
12/01/15,33.220001,33.610001,32.830002,33.049999,98800,33.049999
09/01/15,33.32,35.59,32.610001,33.139999,221500,33.139999
08/01/15,33.150002,33.970001,33.130001,33.669998,53000,33.669998
07/01/15,33.099998,33.450001,32.52,33.029999,98300,33.029999
06/01/15,33.439999,33.889999,32.18,32.93,134100,32.93
05/01/15,33.459999,34.07,32.900002,33.41,80400,33.41
02/01/15,33.919998,34.09,32.900002,33.48,66800,33.48
31/12/14,33.580002,33.900002,33.509998,33.610001,45300,33.610001
30/12/14,33.880001,34.52,32.900002,33.59,78400,33.59
29/12/14,33.509998,34.369999,33.5,34.09,84100,34.09
26/12/14,33.57,33.810001,33.400002,33.59,43600,33.59
24/12/14,34.139999,34.139999,33.34,33.52,77000,33.52
23/12/14,33.18,34.099998,32.66,34,89900,34
22/12/14,33.5,34.029999,32.669998,33.189999,109500,33.189999
19/12/14,34.299999,34.314999,33.509998,33.529999,753200,33.529999
18/12/14,34.5,34.759998,33.310001,34.029999,180700,34.029999
17/12/14,32.080002,34.02,31.145,33.759998,248100,33.759998
16/12/14,32.099998,32.400002,31.43,32.02,215000,32.02
15/12/14,33.16,34.52,31.01,32.34,175600,32.34
12/12/14,33.740002,33.830002,32.240002,33.02,204500,33.02
11/12/14,34.560001,35.259998,33,33.52,92800,33.52
10/12/14,34.43,35.25,33.810001,34.150002,97700,34.150002
09/12/14,33.25,34.98,33.07,34.740002,129000,34.740002
08/12/14,33.029999,34.139999,33.029999,33.990002,113400,33.990002
05/12/14,32.889999,33.450001,32.610001,33.310001,84700,33.310001
04/12/14,32.470001,32.987,32.310001,32.790001,135200,32.790001
03/12/14,33.77,33.830002,32.09,32.529999,143500,32.529999
02/12/14,34.27,34.534,32.93,33.59,183700,33.59
01/12/14,35.119999,35.209999,33.34,34.049999,139300,34.049999
28/11/14,35.200001,35.5,34.98,35.389999,39800,35.389999
26/11/14,35.77,36.119999,35,35.5,91800,35.5
25/11/14,36.630001,36.790001,35.759998,35.799999,157000,35.799999
24/11/14,36.630001,37.450001,36.02,36.689999,369900,36.689999
21/11/14,36.099998,36.59,35.68,36.189999,122600,36.189999
20/11/14,35.849998,36.099998,35.41,36.040001,63900,36.040001
19/11/14,36.950001,36.950001,34.259998,35.889999,206100,35.889999
18/11/14,36.82,37.18,36.299999,36.860001,117000,36.860001
17/11/14,37.209999,37.389999,35.790001,36.869999,123900,36.869999
14/11/14,37.599998,37.810001,36.060001,37,130000,37
13/11/14,37.150002,38.599998,36.5,36.689999,267000,36.689999
12/11/14,36.02,36.34,35.220001,35.41,107800,35.41
11/11/14,36.700001,37.039001,36.040001,36.369999,84700,36.369999
10/11/14,36.700001,37.549999,35.619999,36.52,140100,36.52
07/11/14,36.18,37.580002,35.610001,36.700001,162400,36.700001
06/11/14,36.450001,36.580002,36.16,36.290001,112400,36.290001
05/11/14,36,36.759998,35.478001,36.419998,197600,36.419998
04/11/14,35.25,36.59,35.25,36.509998,164800,36.509998
03/11/14,36.130001,36.130001,34.049999,34.939999,259600,34.939999
31/10/14,34.91,36,34.080002,35.630001,168800,35.630001
30/10/14,34.599998,34.919998,33.25,34.450001,159300,34.450001
29/10/14,34,34.587002,33.312,34.32,97200,34.32
28/10/14,33.5,34.5,32.07,33.849998,115400,33.849998
27/10/14,32.25,33.5,32.119999,33.060001,183800,33.060001
24/10/14,31.65,33.419998,31.42,32.110001,189400,32.110001
23/10/14,30,32.290001,30,31.700001,138400,31.700001
22/10/14,30.5,30.57,29.969999,30.02,84700,30.02
21/10/14,31.299999,31.299999,29.610001,30.200001,170800,30.200001
20/10/14,30.969999,31.200001,30.313,31.200001,85100,31.200001
17/10/14,31,31.23,30.013,30.66,103200,30.66
16/10/14,26.959999,30.719999,26.559999,30.17,331500,30.17
15/10/14,29.41,29.6,27.120001,27.5,273300,27.5
14/10/14,27.26,29.85,26.950001,29.84,228800,29.84
13/10/14,29.1,29.23,25.790001,27.25,423100,27.25
10/10/14,30,30.25,28,29.049999,1617600,29.049999
09/10/14,32.950001,32.990002,29.07,30.1,8257100,30.1
